,Open,High,Low,Close,Volume,log_returns,simple_returns,typical_price,price_range,price_range_pct,close_lag_1,returns_lag_1,close_lag_2,returns_lag_2,close_lag_3,returns_lag_3,close_lag_5,returns_lag_5,close_lag_10,returns_lag_10,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,rsi_14,rsi_21,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_width,bb_position,volatility_5d,realized_vol_5d,volatility_10d,realized_vol_10d,volatility_20d,realized_vol_20d,price_ema_ratio_20,price_ema_diff_20,price_slope_5,ema_slope_5,slope_ratio,overnight_gap,overnight_gap_pct,volume_sma_20,volume_ratio,price_volume,day_of_week,day_of_month,month,day_of_week_sin,day_of_week_cos,month_sin,month_cos,Close_stationary_d1
0,1.0698620080947876,1.0722709894180298,1.0674750804901123,1.0698620080947876,0.0,,,1.0698693593343098,0.0047959089279174805,0.004482735989904011,,,,,,,,,,,,1.0698620080947876,,1.0698620080947876,,1.0698620080947876,,1.0698620080947876,,,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,,,,,,0.0,0.0,0.0,6,4,6,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,
1,1.0711798667907715,1.073306918144226,1.0667349100112915,1.0711798667907715,0.0,0.001231044453519269,0.0012318024997735044,1.070407231648763,0.00657200813293457,0.00613529840942973,1.0698620080947876,,,,,,,,,,,1.0703012943267822,,1.0701016187667847,,1.069987518446786,,1.0699136888279634,,,0.00010512832902453972,2.1025665804907947e-05,8.410266321963178e-05,,,,,,,,,,,1.001114357245696,0.0011143572456960543,,,,0.0013178586959838867,0.001231802499773529,0.0,0.0,0.0,0,5,6,0.0,1.0,1.2246467991473532e-16,-1.0,0.0013178586959838867
2,1.0698047876358032,1.074021577835083,1.0668829679489136,1.0698047876358032,0.0,-0.0012845298458357445,-0.0012837051905092434,1.0702364444732666,0.007138609886169434,0.006672815422657887,1.0711798667907715,0.001231044453519269,1.0698620080947876,,,,,,,,,1.070135792096456,,1.0700476494702424,,1.0699701155124066,,1.0699094181929767,,,7.660286129373972e-05,3.2141104902674305e-05,4.4461756391065416e-05,,,,,,,,,,,0.999845483650238,-0.00015451634976199188,,,,-0.0013750791549682617,-0.0012837051905091952,0.0,0.0,0.0,1,6,6,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,-0.0013750791549682617
3,1.0707440376281738,1.078283429145813,1.0702168941497803,1.0707440376281738,0.0,0.0008775787233301165,0.0008779639082063806,1.0730814536412556,0.008066534996032715,0.007533579186582309,1.0698047876358032,-0.0012845298458357445,1.0711798667907715,0.001231044453519269,1.0698620080947876,,,,,,,1.0703385406070287,,1.0701742654989572,,1.0700438223805748,,1.069942148366906,,,0.0001283068063513415,5.1374245192407745e-05,7.693256115893376e-05,,,,,,,,,,,1.0006543799730008,0.0006543799730007322,,,,0.0009392499923706055,0.0008779639082063606,0.0,0.0,0.0,2,7,6,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0.0009392499923706055
4,1.078271746635437,1.0787487030029297,1.0747718811035156,1.078271746635437,0.0,0.007005755705541979,0.007030353420354185,1.0772641102472942,0.0039768218994140625,0.0036881443957175516,1.0707440376281738,0.0008775787233301165,1.0698047876358032,-0.0012845298458357445,1.0711798667907715,0.001231044453519269,,,,,1.0719724893569946,1.0729829426164983,,1.071646534796499,,1.0708274342143713,,1.0702687992793976,,,0.0007678544128153497,0.00019467027871699613,0.0005731841340983535,,,,,,,,,,,1.0069519253833157,0.006951925383315682,,,,0.007527709007263184,0.00703035342035428,0.0,0.0,0.0,3,8,6,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.007527709007263184
5,1.0750954151153564,1.0789697170257568,1.073433518409729,1.0750954151153564,0.0,-0.002950108908663662,-0.002945761613426079,1.0758328835169475,0.005536198616027832,0.005149495140795299,1.078271746635437,0.007005755705541979,1.0707440376281738,0.0008775787233301165,1.0698047876358032,-0.0012845298458357445,1.0698620080947876,,,,1.0730191707611083,1.0736871001161177,,1.0722736039453822,,1.0712339085858937,,1.070458078331788,,,0.0010067914258184985,0.00035709450813729664,0.0006496969176812018,,,,,0.0037734935610977253,0.05990235321940859,,,,,1.0036047276869347,0.003604727686934573,0.0010466814041137696,0.00027438009822122744,0.2621403950991116,-0.0031763315200805664,-0.0029457616134260837,0.0,0.0,0.0,6,11,6,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,-0.0031763315200805664
6,1.0762988328933716,1.0822510719299316,1.076055645942688,1.0762988328933716,0.0,0.001118733030584114,0.0011193590458071778,1.0782018502553303,0.006195425987243652,0.005756232189334196,1.0750954151153564,-0.002950108908663662,1.078271746635437,0.007005755705541979,1.0707440376281738,0.0008775787233301165,1.0711798667907715,0.001231044453519269,,,1.0740429639816285,1.0745576777085357,,1.0730054637541075,,1.071716282329463,,1.0706871275302816,,,0.0012785185217072392,0.0005413793108512852,0.000737139210855954,,,,,0.0037719293876458605,0.05987752273564256,,,,,1.0042758989850822,0.004275898985082135,0.0010237932205200196,0.0003457527765354129,0.3377140934952275,0.0012034177780151367,0.0011193590458071217,0.0,0.0,0.0,0,12,6,0.0,1.0,1.2246467991473532e-16,-1.0,0.0012034177780151367
7,1.078934907913208,1.085835337638855,1.077574610710144,1.078934907913208,0.0,0.0024462092295930112,0.0024492036405445727,1.080781618754069,0.008260726928710938,0.007656371916530343,1.0762988328933716,0.001118733030584114,1.0750954151153564,-0.002950108908663662,1.078271746635437,0.007005755705541979,1.0698047876358032,-0.0012845298458357445,,,1.0758689880371093,1.0760167544434265,,1.0740835445103076,,1.072403770480296,,1.0710105698982395,,,0.0016871252961743188,0.000770528507915892,0.0009165967882584268,,,,,0.0035827933256853415,0.05687508083223274,,,,,1.006090185070859,0.006090185070859003,0.001826024055480957,0.0004867309935778774,0.26655088502699253,0.0026360750198364258,0.0024492036405446707,0.0,0.0,0.0,1,13,6,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.0026360750198364258
8,1.084304690361023,1.0938525199890137,1.0804269313812256,1.084304690361023,0.0,0.004964585042939019,0.004976929014374631,1.0861947139104207,0.013425588607788086,0.01238174908504545,1.078934907913208,0.0024462092295930112,1.0762988328933716,0.001118733030584114,1.0750954151153564,-0.002950108908663662,1.0707440376281738,0.0008775787233301165,,,1.078581118583679,1.078779399749292,,1.0759419346649832,,1.0735371914213176,,1.0715319079556036,,,0.002416391023617681,0.00109970101105625,0.0013166900125614312,,,,,0.003807526821655896,0.06044261448185809,,,,,1.0100299263274237,0.01002992632742382,0.0027121305465698242,0.0006986738081485644,0.2576097352448091,0.005369782447814941,0.004976929014374702,0.0,0.0,0.0,2,14,6,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0.005369782447814941
9,1.0945948362350464,1.0970999002456665,1.0920130014419556,1.0945948362350464,0.0,0.0094453390353827,0.009490087025812999,1.094569245974223,0.0050868988037109375,0.004647289239192619,1.084304690361023,0.004964585042939019,1.078934907913208,0.0024462092295930112,1.0762988328933716,0.001118733030584114,1.078271746635437,0.007005755705541979,,,1.0818457365036012,1.0840512119112102,1.076909112930298,1.0793333713140856,,1.0755426814035776,,1.0724363365155818,,,0.0037810821786750104,0.001635977244580002,0.0021451049340950085,,,,,0.004600312835516276,0.0730277022952467,,,,,1.017713992350918,0.017713992350918015,0.003264617919921875,0.0009430494378412479,0.28886888826945273,0.010290145874023438,0.009490087025813103,0.0,0.0,0.0,3,15,6,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.010290145874023438
